,Unnamed: 0,season,episode_number,episode_title,quote,author
18758,28230,5,19,Ross Can`t Flirt,"Monica and I are celebrating our ten-month anniversary, we`ve got reservations at Ja George.",Chandler
6196,13002,3,6,The Flashback,"Seven years. I mean weve been together seven years, shes the only woman whos ever loved me, and the only woman Ive-Ive ever....",Ross
23196,33241,6,14,Chandler Can`t Cry,"Yeah do it now, call right now.",Rachel
1269,1547,1,7,The Blackout,OK... my weirdest place would have to be... the women`s room on the second floor of the New York CIty public library.,Joey
1417,1724,1,7,The Blackout,"Oh, look look look. The last candle`s about to burn out. 10, 9, 8, 7... (time lapse)... negative 46, negative 47, negative 48.... (someone blows it out, the room gets completely dark)",Phoebe
39659,53226,9,18,The Lottery,Does that mean I get the good loving tonight?,Chandler
32203,43911,8,4,The Videotape,"Yeah, it would be really weird.",Rachel
32463,44231,8,5,Rachel`s Date,Wow! Uhhow are you?,Ross
40525,54255,9,22,The Donor,"(comes out too) Well, some things are just hard to say to your face.",Phoebe
39234,52753,9,17,The Memorial Service,"(after a pause) Unless... Maybe it`s too crazy about this... Alright so... you know, there is no future... but that doesn`t mean we still can`t have fun. You know what? Forget what I said.",Phoebe
26864,37549,7,5,The Engagement Picture,You see? Nothing is good enough for her!,Phoebe
39373,52899,9,17,The Memorial Service,"I know, I want that too, but IS that going to make it too hard?",Phoebe
16270,25312,5,7,Ross Moves In,"Ohh, great!",Rachel
9722,17401,3,23,Ross`s Thing,(running after him) Wait-wait-wait! Wait!!,Phoebe
29773,41004,7,18,Joey`s Award,"See? Thats what I mean. I mean that, thats great! But I wouldnt trade in what I have for that. I mean Im gonna be with Chandler for the rest of my life, and thats what makes me happy. (Chandler approaches.) Hey sweetie, come here! Come sit down. Hey Phoebe and I were just talking about how our relationship is deep and meaningful. It really is dont you think?",Monica
42270,56467,10,6,Ross`s Grant,"Thank you! (to Rachel) Oh, and I have something for you!",Phoebe
31395,43008,8,1,`I Do`,Okay.,Monica
28269,39165,7,11,All The Cheesecakes,"Oh, hey Aunt Millie.",Ross
35195,47494,8,19,Joey`s Interview,"Oh, come on Joey! You will totally keep it in check this time, and plus yknow the publicity would be really good for your career! And you deserve that! And if you do the interview you can mention, oh I dont know, gal pal Rachel Green?",Rachel
23554,33656,6,15,"That Could Have Been, Part I & II","Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.",Ross
2196,2718,1,12,The Dozen Lasagnas,"Yup! You could plunk me down in the middle of any woman`s uterus, no compass, and I can find my way out of there like that! (snaps fingers)",Ross
9167,16702,3,21,The Chick And The Duck,Hey!,Chandler
24718,35004,6,20,Mac And C.H.E.E.S.E.,"Yeah. Whew, it`s hot with all of this stuff on. I ah, I better not do any, I don`t know, lunges. (starts doing lunges)",Joey
39717,53287,9,19,Rachel`s Dream,Are you really that busy?,Chandler
36300,48862,8,23,Rachel Has A Baby,So then I guess Ferdinad is out.,Chandler
40483,54210,9,22,The Donor,"Anybody! You, me, you know, Monica`s mom...",Rachel
30656,41982,7,22,Chandler`s Dad,"No, its not! We were just goofing around and I dared him to try them on.",Phoebe
30368,41683,7,21,The Vows,Dear God! This parachute is a knapsack! (throws himself over the back of the chair he was sitting in),Chandler
26228,36843,7,2,Rachel`s Book,"Look, I thought about it too, and Im sorry. I think we should spend all of the money on the wedding.",Chandler
21921,31722,6,8,Ross`s Teeth,Oh my God. Did you talk to him?,Rachel
33189,45185,8,9,The Rumor,Thats Will from high school!,Monica
2986,4006,1,17,"The Two Parts, Part II","No, no, Dad, I was just wondering.",Ross
23951,34110,6,17,Unagi,"Wait a minute, I cant give this to her.",Chandler
32798,44686,8,7,The Stain,"Oh but Joey, I have to go. Theres no room for a baby here.",Rachel
65,68,1,1,Monica Gets A Roommate,(grins and walks to the kitchen and says to Chandler and Joey.) I helped!,Phoebe
33570,45656,8,11,Ross`s Step Forward,"I didnt know you and Carol were getting divorced, Im sorry.",Chandler
38381,51723,9,12,Phoebe`s Rats,"No, I just mean that, you know, first impressions don`t mean anything. And I-I think you`re a really good guy and I`m sorry that I misjudged you.",Rachel
6805,13717,3,9,The Football,Whoa! Whoa! Whoa! Whats with the tackling?,Ross
33087,45058,8,8,The Stripper,"Gotcha sailor. (Kicks one of her shoes off and it lands in the kitchen knocking something down, but she continues to strip.)",Monica
16779,25950,5,9,Ross`s Sandwich,"Uh-huh. Well, when the psychiatrist told me I had to take a leave of absence because I yelled at my boss I started to get worked up again, so he offered me a tranquilizer. And I thought was a good idea so, I took it.",Ross
35065,47311,8,18,In Massapequa,"Thats a good question, dad. Thats a good question",Ross
6652,13551,3,9,The Football,"Whoa, whoa, whoa, ho, ho, ho, you did not win the game, the touchdown didnt count, because of the spectacularly illegal, oh and by the way savage nose breaking.",Ross
24203,34398,6,18,Ross Dates A Student,Ah whatever!,Joey
2935,3938,1,17,"The Two Parts, Part II","(Jumping up to make Rachel sit down) Okay, okay. I hate this.",Monica
3973,5197,1,22,The Ick Factor,"(points at Joey`s pen) Uh, uh, gimme. Can you see me operating a drill press?",Phoebe
38366,51698,9,12,Phoebe`s Rats,"Eh, I mean, I mena she`s not unattractive but hot? I ....",Ross
11457,19618,4,7,Chandler Crosses The Line,"I think maybe, yeah.",Phoebe
22402,32321,6,10,The Routine,"Ross, we havent done the routine since middle school.",Monica
7993,15195,3,15,Ross And Rachel Take A Break,Yes.,Ross
45060,59799,10,17,"The Last One, Part I & II","Uh-huh. I know. It was just, it was just the perfect way to say goodbye. (She hugs him, and Ross looks crushed.)",Rachel
44170,58730,10,13,Joey Speaks French,Sure!,Ross
32192,43900,8,4,The Videotape,"No. No, she told me his name was Ken Adams.",Rachel
44081,58628,10,13,Joey Speaks French,Ok.,Joey
7885,15071,3,15,Ross And Rachel Take A Break,Hold on.,Monica
23823,33971,6,15,"That Could Have Been, Part I & II",Hey! There are some men who will do whatever it takes to make their marriage work! Okay? There are some men who will stand by and-and watch as their wives engage in-in what only can be described as a twosome with some-some woman she barely knows from the gym!,Ross
44751,59459,10,16,Rachel`s Going Away Party,Where`s your passport?,Chandler
24414,34655,6,19,Joey`s Fridge,"I can see it now, `Look dad, its the Sphinx!` (Does that party noise again.)",Chandler
10345,18241,4,1,The Jellyfish,"Oh, no-no-no dont you worry about me falling asleep. I still have your letter!!!",Ross
40932,54814,9,23,In Barbados,"Mike, you don`t know, you don`t know what you`re doing!",Phoebe
25051,35440,6,22,Paul`s The Man,"(on machine) Youve reached Monica and Chandlers, if youre listening to this message, were probably screening. (to himself) Yeah we are.",Chandler
35279,47603,8,19,Joey`s Interview,This is Chandler. (Points at him.),Rachel
3337,4418,1,18,All The Poker,"Barbara! Hi, how are you? (Listens) Uh-huh. (Listens) No, I understand. Yeah. Oh, oh, come on, no, I`m fine. Don`t be silly. Yeah... oh, but you know, if-if anything else opens up, pleaHello? Hello? (hangs up phone, very depressed)",Rachel
2520,3136,1,13,The Boobies,"Hey, listen, Ronni, how long would you say Chandler`s been in the shower?",Rachel
40923,54804,9,23,In Barbados,"Yeah... I think we do... (sighs, with folded arms)... about what?",Joey
26830,37511,7,5,The Engagement Picture,"Okay, dont freak out. Ill go.",Phoebe
11840,20074,4,9,They`re Going To Party,Theres nobody here!,Rachel
29584,40791,7,17,The Cheap Wedding Dress,What?!,Phoebe
13872,22599,4,19,All The Haste,"Look guys, when Im with her its-its-its like she brings this-this-this great side out of me. I mean I-I-I love her, yknow?",Ross
24481,34736,6,19,Joey`s Fridge,"Youre gonna like him so much. So umm, when do you want to meet him?",Monica
26067,36662,7,2,Rachel`s Book,It starts?,Phoebe
29876,41123,7,19,Ross And Monica`s Cousin,"The next, next?",Phoebe
23627,33748,6,15,"That Could Have Been, Part I & II",(To Ross) But I think we should tell her.,Chandler
5524,12194,3,3,The Jam,"No, that`s all right. I just had a jar of mustard.",Chandler
32531,44321,8,6,The Halloween Party,(entering) Hey! (Hes wearing a costume as well.),Ross
21826,31615,6,7,Phoebe Runs,I-I had to show Chandler something?,Ross
38332,51658,9,10,Christmas In Tulsa,"Chandler, your being here is the best Christmas present I could have ever imagined.",Phoebe
40023,53654,9,20,The Soap Opera Party,"(she enters wearing a bath-robe) Hey... Hi you guys! Listen, you know what? I`m not feeling really well. I think I can`t get out for the play.",Rachel
42268,56464,10,6,Ross`s Grant,"Well, it was really sweet, and like the most romantic thing ever.",Phoebe
33070,45037,8,8,The Stripper,"I mean he was possessive, he was jealous, he could never just let the little things go!",Rachel
6225,13031,3,6,The Flashback,You have chalk on your face.,Phoebe
23161,33206,6,14,Chandler Can`t Cry,Im good.,Chandler
7456,14506,3,12,All The Jealousy,"Yeah, just like the one in the poem.",Monica
22807,32780,6,12,The Joke,Yeah!,Chandler
21849,31647,6,7,Phoebe Runs,"Oh honey, I`m so sorry, you were right, this feels great!",Rachel
25573,36120,6,24,"The Proposal, Part I & II","Yeah! And also, a little like a French guy. (They both squint at each other.) I never noticed that before.",Joey
9927,17720,3,24,The Ultimate Fighting Champion,Yes?,Monica
4692,6106,2,1,Ross`s New Girlfriend,Good! I`m glad it`s not a problem.,Rachel
26331,36946,7,3,Phoebe`s Cookies,Yeah.,Ross
21850,31648,6,7,Phoebe Runs,"See? And you don`t care if people are staring, it`s just for a second cause then you`re gone!",Phoebe
26857,37541,7,5,The Engagement Picture,And! She uses sex as a weapon!,Phoebe
28023,38893,7,10,The Huliday Armadillo,Oh wow! Look at this place!,Rachel
8433,15711,3,17,The Ski Trip,"Look, I just need a wire something to jimmy it. Oh hey, one of you guys give me the underwire from your bra!",Joey
20154,29805,5,23,In Vegas,"(does so) Oohh, 23. (Rachel looks at him.) Which is what we play to at this casino! You win 10 dollars! (Holds out a ten.)",Ross
31531,43179,8,2,The Red Sweater,Oh wow! Okay. Well that was fun.,Monica
15931,24930,5,5,The Kips,(entering) Hi!,Rachel
42910,57251,10,8,The Late Thanksgiving,Please let me stay on this side of the door.,Chandler
42477,56737,10,6,Ross`s Grant,(indignant) No!,Ross
8299,15574,3,16,The Morning After,"Okay, well here we are. Now were in a tough spot again, Rach. What do you want to do? How do you want to handle it? Huh? Do you wanna fight for us? Or, do you wanna bail? (sits down next to her) Look, I, (on the verge of tears) I did a terrible, stupid, stupid thing. Okay? And Im sorry, I wish I could take it back, but I cant. (We see Monica and Phoebe are almost in tears.) I just cant see us throwing away something we know is so damn good. Rachel, I love you so much.",Ross
914,1113,1,5,The East German Laundry Detergent,"Come on. This guy`s great. His name`s Bob. He`s Angela`s... brother. He`s smart, he`s sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is...",Joey
3220,4294,1,18,All The Poker,"Yes, and I get my ya-yas from Ikea. You have to put them together yourself, but they cost a little less.",Chandler
2920,3923,1,17,"The Two Parts, Part II",You.,Rachel
18974,28470,5,19,Ross Can`t Flirt,(walking over to Ross) Ross?,Phoebe
41306,55258,10,1,Joey and Rachel Kiss,Yeah!,Monica
37347,50074,9,5,Phoebe`s Birthday Dinner,Where is everyone? Theyre forty minutes late.,Phoebe
39543,53097,9,18,The Lottery,He`s the boss`s son.,Chandler
12500,20865,4,12,The Embryos,You cant just call Monicas room.,Chandler
37598,50375,9,6,The Male Nanny,Seriously? She actually said that?,Joey
44114,58665,10,13,Joey Speaks French,"I`m not scared of him, I`m really sick!",Ross
25550,36095,6,24,"The Proposal, Part I & II",Richard was there so I couldnt do it!,Chandler
2975,3991,1,17,"The Two Parts, Part II",I hope it`s okay.,Rachel
35765,48195,8,22,Rachel Is Late,Hey! What are you guys looking at?,Ross
14496,23301,4,22,The Worst Best Man Ever,(pause) Ill never get to be a best man!,Joey
44724,59430,10,15,Estelle Dies,It`s what you want. You should go.,Ross
35710,48132,8,21,The Cooking Class,(nervous) My duties? (Trying not to crack a joke) All right.,Chandler
44981,59717,10,17,"The Last One, Part I & II",Hey.,Ross
8435,15713,3,17,The Ski Trip,What?!,Rachel
16212,25238,5,6,The Yeti,"Well, you can`t know where I am all the time. Look, this marriage is never gonna work if you don`t trust me.",Ross
16351,25406,5,7,Ross Moves In,We have a ladle. (Gives him one.),Monica
35051,47289,8,18,In Massapequa,"I, uh, think you already are.",Rachel
30423,41738,7,21,The Vows,(To Chandler) You?! (To Monica) And-and you?!,Joey
42034,56135,10,5,Rachel`s Sister Babysits,"Yeah, it`s just we don`t think of you as really being so much `with the words`.",Monica
11757,19961,4,9,They`re Going To Party,"And also, we dont know what to do with this. (She turns on a switch and the girls nipples light up.)",Phoebe
1108,1346,1,6,The Butt,"Oh, so you`re divorced?",Chandler
45420,60224,10,17,"The Last One, Part I & II","I know, I know. I shouldn`t have waited `till now to say it, but I`m.. That was stupid, okay? I`m sorry, but I`m telling you now. I love you. Do not get on this plane.",Ross
42830,57170,10,8,The Late Thanksgiving,No...,Rachel
18109,27450,5,15,The Girl Who Hits Joey,"Yeah I know, but I was really confused and then I talked to these guys. (Turns to look at Ross and Joey.)",Chandler
44216,58786,10,13,Joey Speaks French,"(offended) Oh well I think I am, yeah and I think I`m definitely gonna get the part.",Joey
38710,52121,9,14,The Blind Dates,"No, no, no, I admire a man who can cry.",Rachel
20764,30473,6,3,Ross`s Denial,"Yeah, not in your case Lovey Loverson. (Tries to take a bite out of Rosss cookie.)",Phoebe
42735,57074,10,8,The Late Thanksgiving,"Phoebe, just the idea of pitting one baby against another, I mean, you know, and judging who`s cuter just for a trophy...",Rachel
22782,32751,6,12,The Joke,You forget how many great songs Heart had.,Joey
25816,36408,7,1,Monica`s Thunder,"So have you decided on a band for the wedding? Because, yknow, Im kinda musical.",Phoebe
20413,30100,6,1,Vegas,Im not getting into this again!,Chandler
34431,46577,8,15,The Birthing Video,Bye. (Rachel exits with coffee),Joey
30847,42239,7,23,Chandler And Monica`s Wedding,"I just, I cant believe that we made it!",Monica
35886,48327,8,22,Rachel Is Late,The whole thing! Can we go?,Chandler
39101,52607,9,16,The Boob Job,"Ok, you`re being wierd. Do you want sex or did you do something bad?",Monica
21332,31108,6,5,Joey`s Porsche,Why isnt that valet back with my Porsche?,Joey
5721,12426,3,4,The Metaphorical Tunnel,"No it`s not, sorry.",Phoebe
29524,40727,7,17,The Cheap Wedding Dress,You came?!,Monica
8787,16193,3,19,The Tiny T-Shirt,Hi!,Rachel
28866,39912,7,14,They All Turn Thirty,"Oh, and plus Im 1/16th Portuguese.",Joey
13260,21818,4,16,The Fake Party,You really didnt know?,Ross
42554,56836,10,7,The Home Study,"Oh, yeah, that’s the same, I am sure there are thirty different species of poisonous swings!",Ross
11397,19553,4,7,Chandler Crosses The Line,"Okay, we-we swallow our feelings. Even if it means were unhappy forever. Sound good?",Chandler
32662,44516,8,6,The Halloween Party,"Yeah, you should. (They shake hands.)",Phoebe
6380,13225,3,7,The Race Car Bed,Whoa. That was really good.,Joey
17410,26651,5,12,Chandler`s Work Laugh,Oh. (Does a double take when he realizes what she just said.),Chandler
2934,3937,1,17,"The Two Parts, Part II","Well, alright, then, forget it. (Getting up to go) Might as well just go home. Ow ow ow ow!",Rachel
17844,27147,5,14,Everybody Finds Out,"Oh yeah, they`re totally gonna back down!",Chandler
7709,14847,3,14,Phoebe`s Ex-Partner,(to Chandler) Why? Because she can sing and play guitar and do both at the same time?,Phoebe
20210,29872,5,23,In Vegas,"I`ll do it. Hey, whatever you need me to do, I`m your man. (He starts to sit down on the bed. There`s one problem though, he`s about two feet to the left of it. Needless to say, he misses and falls on his butt.) (Looking up at Joey.) Whoa-oh-whoa! Are you, are you okay?",Ross
26345,36960,7,3,Phoebe`s Cookies,(To Chandler) This is what happens when you dont register for gifts!,Monica
26101,36696,7,2,Rachel`s Book,What?! The duck?! What the hell did the damn duck do now?!,Rachel
8458,15738,3,17,The Ski Trip,So you know how to fix it?,Rachel
17320,26547,5,12,Chandler`s Work Laugh,"That`s okay, Joe.",Ross
39925,53533,9,20,The Soap Opera Party,"Yeah, it does sound interesting, I mean, to listen to a woman complain for two hours, I don`t think it gets bett... (Ross starts snoring, faking to fall asleep)",Ross
33019,44975,8,8,The Stripper,"I was going to tell you, but",Ross
36240,48790,8,23,Rachel Has A Baby,"Uh, if I may? Umm-umm look, Cliff, you told me a lot of personal stuff about you, right? And maybe-maybe it would if-if would help if-if you knew some personal stuff about her. Uh, she was married to a gay ice dancer. Uh, she gave birth to her brothers triplets. Oh! Oh! Her-her twin sister used to do porn!",Joey
18916,28402,5,19,Ross Can`t Flirt,It`s true.,Chandler
29027,40103,7,15,Joey`s New Brain,Phoebe! You cant do th,Rachel
41056,54969,9,23,In Barbados,But... you suck!,Monica
1831,2256,1,10,The Monkey,Yeah!,Rachel
37961,50897,9,8,Rachel`s Other Sister,"Look I know she`s a little tough to take. She has no where else to go, and she`s my sister. Alright, she`s Emma`s aunt. And I would like them to bond.",Rachel
34003,46142,8,13,Chandler Takes A Bath,"Oh, oh my God! I can practically hear the mahjong tiles!",Rachel
14208,22984,4,20,The Wedding Dresses,(takes out the mouth guard) I know I dont have too! It tastes good. (Puts it back in.),Joey
40623,54395,9,22,The Donor,"My wife and I have some boundary issues, you know, sometimes we ask inappropriate questions. We`re working on it.",Chandler
40683,54480,9,23,In Barbados,Yeah... what am I going to say to Kenneth Schwartz?,Ross
25448,35969,6,24,"The Proposal, Part I & II",Ohh thats sweet!,Monica
18103,27444,5,15,The Girl Who Hits Joey,I`m doing this because I`m sorry?,Chandler
18907,28393,5,19,Ross Can`t Flirt,Ohh! I did not get that.,Phoebe
13714,22416,4,18,Rachel`s New Dress,Hello.,Rachel
28055,38927,7,10,The Huliday Armadillo,Oh.,Phoebe
35102,47369,8,18,In Massapequa,Would you excuse us for a second? (Pulls Rachel off to the side) Umm. what are you doing?,Ross
13883,22610,4,19,All The Haste,"Wait-wait-wait-wait! (To Chandler) Come on! Come on, lets trade! The timings perfect, I just clogged the toilet!",Joey
15562,24531,5,3,Hundredth,"Well uh, you and I are just goofing around, I thought, why not goof around with him.",Monica
42158,56304,10,5,Rachel`s Sister Babysits,"(Takes the phone) Oh! That`s interesting, since she died seven years ago!!",Rachel
28173,39048,7,11,All The Cheesecakes,Well Yeah. You look great too. Did you get a haircut?,Phoebe
34340,46485,8,14,The Secret Closet,"No-no, I got that.",Phoebe
312,358,1,2,The Sonogram At The End,"(looks at the lasagne and realizes something) Ohhhhh, don`t be mad...",Rachel
31089,42540,7,23,Chandler And Monica`s Wedding,"Im telling you, just a little bit at a time.",Ross
43358,57767,10,10,Chandler Gets Caught,"Yeah, but so is this.",Phoebe
30342,41657,7,21,The Vows,Ennnh.,Monica
31215,42751,7,24,outtakesFriends Special: The Stuff You`ve Never Seen,Mornin,Joey
39924,53532,9,20,The Soap Opera Party,It sounds interesting!,Monica
26672,37319,7,4,Rachel`s Assistant,"You wanna tell secrets?! Okay! Okay! In college, Ross used to wear leg warmers!",Chandler
2352,2904,1,12,The Dozen Lasagnas,"No, no, trust, me, it`s, it`s, it`s much better that I know. Uh, I just liked it better before it was better...",Rachel
2254,2796,1,12,The Dozen Lasagnas,"Aw, don`t do that",Chandler
6136,12942,3,6,The Flashback,Oh my God!!! What are you doing?!!,Monica
34385,46530,8,14,The Secret Closet,Are you asking me to move out? Do you not want me here?,Rachel
13393,21991,4,16,The Fake Party,Pastrami.,Phoebe
44933,59659,10,16,Rachel`s Going Away Party,"Okay, we`re gonna start in the kitchen. Plates get put into plate protectors and stacked ten to a box. The silverware gets bundled in rubber bands and then bubble wrapped. Got it?",Monica
3193,4265,1,18,All The Poker,"Oh, you`re... (gives up)",Ross
4097,5346,1,22,The Ick Factor,What?,Joey
400,489,1,2,The Sonogram At The End,"Mindy?! My maid of honour, Mindy?!",Rachel
27167,37885,7,6,The Nap Partners,Why dont you just stop doing stupid things? Then you wouldnt have to apologize.,Monica
42446,56694,10,6,Ross`s Grant,Hey! (there`s a pause),Phoebe
5629,12317,3,4,The Metaphorical Tunnel,"What a sad little life she must lead. Okay, ooh (starts dialing).",Phoebe
21118,30846,6,4,Joey Loses His Insurance,"Yeah, but I dont wanna die!",Joey
36351,48924,8,23,Rachel Has A Baby,Look at Emma!,Ross
31585,43233,8,2,The Red Sweater,Marriage advice? Really?!,Chandler
14624,23438,4,22,The Worst Best Man Ever,"(laughs, softly) Yeah, the stripper stole it.",Joey
14834,23671,4,23,Ross`s Wedding,"Postpone it? Emily, do you think Monica realises how much our parents spent on this wedding? Do you my sisters teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh? (He puts his pants on backwards.) This isnt right.",Ross
3577,4698,1,19,The Monkey Gets Away,"It`ll be nice to get this off finally, won`t it? Yes it will. (Marcel resists) Or we can leave it on for now, that`s fine.",Ross
39399,52940,9,17,The Memorial Service,"(a bit surprised) Yes, he is. Me.",Monica
34036,46175,8,13,Chandler Takes A Bath,"Okay, he was talking about rules.",Monica
4453,5825,1,24,Rachel Finds Out,"Oh, it`s so pretty. This must have cost him a fortune.",Phoebe
25234,35707,6,23,The Ring,"Oh, we have some",Monica
7016,13965,3,10,Rachel Quits,"What, that wasnt the great news?",Ross
27518,38294,7,8,Chandler Doesn`t Like Dogs,"Okay, it`s just that dogs make me a little uncomfortable.",Chandler
36460,49041,9,1,No One Proposes,"Wow! Kind of uh, kind of a full house here. Ill guess justIll come back. (Ross exits followed by Joey.)",Ross
23814,33962,6,15,"That Could Have Been, Part I & II",Sit down!,Rachel
26005,36598,7,1,Monica`s Thunder,"Monica, what are you talking about?",Rachel
130,140,1,1,Monica Gets A Roommate,"Look, Ross, you gotta understand, between us we haven`t had a relationship that has lasted longer than a Mento. You, however have had the love of a woman for four years. Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don`t do it! I don`t think that was my point!",Chandler
34105,46244,8,13,Chandler Takes A Bath,"Joey, I just think youre getting worked up over nothing. This is probably just a crush.",Phoebe
39838,53444,9,19,Rachel`s Dream,"Phoebe, it`s not what you wear. It`s sort of your songs... I just don`t think you should play at the restaurant anymore.",Monica
8043,15265,3,15,Ross And Rachel Take A Break,"Hi! Oh, Im so glad you called.",Rachel
37398,50133,9,5,Phoebe`s Birthday Dinner,"No, you cant go. No-no-no, I cant hold this table on my own. If they ask me to move, I cave.",Phoebe
1284,1564,1,7,The Blackout,"There, well, see? Barry wouldn`t even kiss me on a miniature golf course.",Rachel
12710,21109,4,13,Rachel`s Crush,He just got a divorce right?,Phoebe
5214,11843,3,2,No One`s Ready,"What if it`s new? I mean, we agreed not to talk again, unless we had something really important to say. Shouldn`t I call him back?",Monica
39882,53489,9,19,Rachel`s Dream,Oh...Who was so stupid and stubborn that she lashed out against her friend`s cooking which she actually thinks is pretty great! (raises her hand),Phoebe
6726,13631,3,9,The Football,"(running up) Hey Joey, do you wanna play football or you wanna.. (sees Marhan) Hi, Im Chandler.",Chandler
14503,23308,4,22,The Worst Best Man Ever,Im not even Im not even,Chandler
40601,54370,9,22,The Donor,"Why not, just because his great-grandmother was obese, our kids are gonna get that from you anyway!",Chandler
11074,19165,4,5,Joey`s New Girlfriend,"I want you to like her! But if that`s too damned difficult for you, then the least you can do is pretend.",Joey
8944,16400,3,20,The Dullhouse,"Bye, Chandler.",Rachel
1946,2420,1,10,The Monkey,Not everybody`s happy. Hey Bobby!,Monica
27263,37988,7,7,Ross`s Library Book,Really?,Monica
23840,33988,6,15,"That Could Have Been, Part I & II","Yeah! When you were talking about Roger, that was killing me! Look, things like last night they dont just happen. Yknow? Or at least not to me. Or with the other two women, in the morning yknow I was just lying there and I couldnt wait to just go hang out with my friends, but with you I always yknow with a friend.",Chandler
22734,32703,6,12,The Joke,"Yes, I did. I told it to Dan at work, and he said it was the funniest joke hed ever heard.",Chandler
9573,17199,3,22,The Screamer,"Why dont you use ours across the hall, cause shehasproblems.",Chandler
14775,23597,4,23,Ross`s Wedding,I got it! (Picks up the map and starts walking.) Here we go.,Joey
34902,47101,8,17,The Tea Leaves,(entering) Hey!,Joey
38787,52204,9,15,The Mugging,(enthusiastic) That`s great.,Phoebe
36041,48505,8,23,Rachel Has A Baby,"Okay. Ive been thinking about it too, and I, I think were ready.",Chandler
16615,25758,5,8,The Thanksgiving Flashbacks,"Yeah, well, sorry doesnt bring back the little piggy that cried all the way home! I hate this stupid day! And everything about it! I`ll see you later.",Chandler
30220,41518,7,20,Rachel`s Big Kiss,"Yeah, theyre not coming.",Joey
42730,57069,10,8,The Late Thanksgiving,"Well, I wanna enter her in a baby beauty pageant.",Phoebe
26087,36682,7,2,Rachel`s Book,NothingWhy?!,Phoebe
11880,20127,4,9,They`re Going To Party,"Hey, Pheebs, quick question for ya.",Rachel
29478,40656,7,17,The Cheap Wedding Dress,"Yknow actually it does have a very interesting history. Uh, this street is the first street in the city to have an underground sewer system. (Kristen crinkles her nose at that.) Before that sewage and waste would just flow right down the street. Yeah, sometimes ankle deep! (He stops when he realizes what hes talking about.)",Ross
2868,3575,1,15,The Stoned Guy,Done.,Rachel
5759,12473,3,4,The Metaphorical Tunnel,"You do, thanks.",Joey
26952,37667,7,5,The Engagement Picture,"Thats all right, we-we dont need you. In fact, hey Im over it already.",Ross
30185,41483,7,20,Rachel`s Big Kiss,"Hey, come on! I had this friend from college and I made the stupid mistake of telling Joey that one timeshe and I yknowkissed a little bit.",Rachel
7768,14929,3,14,Phoebe`s Ex-Partner,"I wish. No. After dinner, me, her, and Pepper all fell asleep in front of the fire. Well I woke up in the middle of the night and I saw that the fire was dying out. So, I picked up a log and threw it on. Or, at least what I thought was a log.",Joey
30524,41840,7,21,The Vows,That little naked guy would be me.,Ross
29203,40353,7,16,The Truth About London,Were never gonna find anybody.,Monica
45251,60030,10,17,"The Last One, Part I & II","Yes, she jumped right back up.",Phoebe
44348,58934,10,14,Princess Consuela,See you guys later.,Monica
38694,52098,9,14,The Blind Dates,"Eh, if it was meant to be, it`s meant to be.",Ross
40004,53623,9,20,The Soap Opera Party,"Oh, Joey, come on! Please, please! Let me come, I will behave, I promise! I will behave! Please, please, please...",Rachel
12505,20870,4,12,The Embryos,"Oh, I would never bet this apartment. Its too nice.",Chandler
27176,37894,7,6,The Nap Partners,"Look I know it was a stupid reason to break up with somebody, but I was 15!",Chandler
38641,52035,9,14,The Blind Dates,"Yeah, it`s no big deal. It`s just a blind date.",Ross
8388,15665,3,17,The Ski Trip,Itll be great for next weekend.,Joey
16823,25995,5,9,Ross`s Sandwich,"Okay, but if it only happened that one time, how come we found your underwear in our apartment the other day?",Rachel
22778,32747,6,12,The Joke,Me neither.,Monica
42500,56772,10,7,The Home Study,(to Ross) Maybe you do that next time you get married!,Chandler
2632,3279,1,14,The Candy Hearts,(to Lorraine) We can`t do that.,Joey
32030,43732,8,4,The Videotape,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey
10840,18857,4,4,The Ballroom Dancing,"And thats funny, why?",Ross
11213,19324,4,6,The Dirty Girl,"I know, it`s tough. You know what the first thing I did after my mother`s funeral was?",Phoebe
37581,50355,9,6,The Male Nanny,"Oh God, she mu... she must need her diaper changed.",Rachel
12253,20578,4,11,Phoebe`s Uterus,"Look, you dont have to draw an actual wowhoa! Shes hot!",Chandler
38615,52006,9,14,The Blind Dates,Ooh...I hear that`s bad.,Joey
1633,2014,1,9,Underdog Gets Away,"Well, I`m off to Carol`s.",Ross
20059,29701,5,23,In Vegas,Ahh.,Rachel
43395,57806,10,10,Chandler Gets Caught,Monica categorizes her towels. How many categories are there?,Ross
29503,40696,7,17,The Cheap Wedding Dress,"Oh uh, can I give you a hand?",Joey
38325,51651,9,10,Christmas In Tulsa,"Yeah! It`s a stupid job, and I could not stand leaving you. And why should I be the only one who doesn`t get to do what he *really* wants to do?",Chandler
33294,45314,8,9,The Rumor,The eyesdid still sparkle.,Ross
20675,30384,6,2,Ross Hugs Rachel,"Hey. So um, I was thinking that maybe we should start dividing up our stuff.",Monica
